instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-01-14,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.02,1517888,102-4020-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2041888,102-4024-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6052888,102-4026-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2081888,102-4045-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1857888,102-4062-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1853888,102-4068-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1882888,102-4070-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1931888,102-4074-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.33,2025888,102-4078-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,3994888,102-4082-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1864888,102-4086-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1857888,102-4088-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4691888,102-4093-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1920888,102-4094-2026
2026-01-14,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,84.97,2344888,102-4112-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1811888,102-4115-2026
2026-01-14,DUBAI CREEK HARBOUR,Montiva,Apartment,2 B/R,Off-Plan,106.2,2977888,102-4119-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5943252,102-4133-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1843888,102-4139-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2980888,102-4143-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,84.9,2433888,102-4144-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,1962888,102-4150-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,72.95,2136888,102-4165-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4606870,102-4177-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4353888,102-4180-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3289888,102-4182-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,115.33,3012888,102-4189-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.59,3334830,102-4192-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2134888,102-4196-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6098888,102-4198-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1952888,102-4200-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2963888,102-4203-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1941888,102-4204-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1945888,102-4207-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1873888,102-4212-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2969888,102-4215-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4208888,102-4216-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4771888,102-4218-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.59,3328950,102-4219-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,4068888,102-4222-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1897888,102-4232-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.1,3406888,102-4239-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,3949888,102-4240-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,3193888,102-4242-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5961888,102-4244-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,4053888,102-4247-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,72.95,2049888,102-4248-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,130.34,3102888,102-4249-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1888350,102-4255-2026
2026-01-14,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,4001888,102-4259-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1926888,102-4260-2026
2026-01-14,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,73.02,1931161,102-4264-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.64,3606888,102-4265-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2974888,102-4268-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1915888,102-4270-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3580888,102-4271-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1909910,102-4273-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1914888,102-4275-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.15,2766430,102-4277-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3561888,102-4281-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1938888,102-4295-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,1973888,102-4301-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.63,3340888,102-4312-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.68,1926311,102-4314-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.14,3350888,102-4319-2026
2026-01-14,DUBAI CREEK HARBOUR,The Cove ll,Apartment,2 B/R,Off-Plan,128.74,3300000,102-4322-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.68,2142888,102-4324-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1908888,102-4331-2026
2026-01-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,114.99,3737888,102-4343-2026
2026-01-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,72.95,2012810,102-4352-2026
2026-01-14,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,70.13,1943888,102-4363-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2082888,102-4491-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.14,3126888,102-4493-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,84.9,2457888,102-4494-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1951888,102-4495-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,1970888,102-4497-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,71.97,2025888,102-4499-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.58,2698888,102-4501-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,84.9,2447888,102-4502-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3251888,102-4507-2026
2026-01-15,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,130.34,3136888,102-4509-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.68,2012888,102-4511-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3554888,102-4516-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.22,2103888,102-4525-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3023888,102-4527-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2101888,102-4530-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1923888,102-4533-2026
2026-01-15,EMAAR SOUTH,Greenway 2,Villa,3 B/R,Off-Plan,172.48,2956888,102-4539-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1930888,102-4541-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.05,3675888,102-4557-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1836410,102-4569-2026
2026-01-15,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,92.03,1635888,102-4578-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.64,3619888,102-4582-2026
2026-01-15,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,92.03,1518888,102-4587-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.12,1967888,102-4593-2026
2026-01-15,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.32,1899888,102-4603-2026
2026-01-15,DUBAI CREEK HARBOUR,Altan,Apartment,1 B/R,Off-Plan,70.37,1820888,102-4619-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.22,2010888,102-4628-2026
2026-01-15,DUBAI CREEK HARBOUR,Montiva,Apartment,2 B/R,Off-Plan,115,2822290,102-4634-2026
2026-01-15,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,84.97,2376888,102-4640-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1882888,102-4644-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.64,3599888,102-4652-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6201888,102-4662-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1925888,102-4667-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2065888,102-4672-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,3055888,102-4679-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1859930,102-4710-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1871888,102-4723-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1897888,102-4743-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.12,1953888,102-4772-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.1,3387888,102-4780-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1890888,102-4787-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.12,1964888,102-4793-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2986888,102-4803-2026
2026-01-15,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,130.34,3238888,102-4808-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3352888,102-4824-2026
2026-01-15,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,70.13,1928888,102-4833-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1912888,102-4840-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1875888,102-4887-2026
2026-01-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.59,3371888,102-4890-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,115.33,3000888,102-4892-2026
2026-01-15,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2957888,102-4897-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Waters,Apartment,1 B/R,Off-Plan,71.25,1739000,102-5123-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1796052,102-5132-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2013972,102-5139-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2992888,102-5151-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1956888,102-5160-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,3 B/R,Off-Plan,170.5,4459888,102-5180-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,3 B/R,Off-Plan,170.5,4388888,102-5199-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6029888,102-5209-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3327888,102-5224-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.22,2107888,102-5228-2026
2026-01-16,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,4127888,102-5343-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1800150,102-5350-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,91.44,2151888,102-5366-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4571590,102-5394-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5949888,102-5418-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5984888,102-5431-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1832888,102-5438-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1818888,102-5446-2026
2026-01-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1825888,102-5456-2026
2026-01-16,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,112.06,3320888,102-5493-2026
2026-01-17,EMAAR SOUTH,Golf Lane,Villa,4 B/R,Off-Plan,339.27,4584888,102-5586-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3346888,102-5679-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4224888,102-5680-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1832888,102-5681-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1846888,102-5682-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,114.99,3758888,102-5683-2026
2026-01-19,DUBAI CREEK HARBOUR,Montiva,Apartment,3 B/R,Off-Plan,170.46,4063888,102-5684-2026
2026-01-19,DUBAI CREEK HARBOUR,Silva,Apartment,3 B/R,Off-Plan,170.38,4097888,102-5686-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.59,3390888,102-5690-2026
2026-01-19,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,130.34,3164888,102-5701-2026
2026-01-19,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,130.34,3147888,102-5706-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1818888,102-5710-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1947888,102-5714-2026
2026-01-19,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2933030,102-5723-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2076510,102-5730-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1815888,102-5734-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1940888,102-5750-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4709888,102-5754-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2055888,102-5757-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1825888,102-5785-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,153.99,4812888,102-5788-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,171.99,5924888,102-5797-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1908888,102-5807-2026
2026-01-19,DUBAI CREEK HARBOUR,Altan,Apartment,2 B/R,Off-Plan,109.59,2998888,102-5816-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1894888,102-5821-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1910888,102-5832-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,1988888,102-5842-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3321888,102-5850-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1811888,102-5855-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1860888,102-5966-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3314888,102-5978-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1904888,102-5990-2026
2026-01-19,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,3003888,102-6024-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1963888,102-6029-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.7,3471050,102-6034-2026
2026-01-19,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,84.9,2442888,102-6045-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3321888,102-6054-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1839888,102-6061-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.64,3593888,102-6073-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.14,3343888,102-6083-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1890888,102-6089-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1937888,102-6107-2026
2026-01-19,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2069888,102-6183-2026
2026-01-05,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1906888,102-626-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4641492,102-6293-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4337888,102-6294-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4816888,102-6295-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1815888,102-6296-2026
2026-01-20,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,73.02,1982888,102-6297-2026
2026-01-20,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,70.22,2173888,102-6298-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1886888,102-6299-2026
2026-01-20,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2986888,102-6300-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1836888,102-6301-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3327888,102-6303-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4655888,102-6305-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1804888,102-6310-2026
2026-01-20,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.02,1996888,102-6316-2026
2026-01-20,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,70.13,1940888,102-6319-2026
2026-01-20,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,92.45,1932888,102-6322-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.69,2033888,102-6324-2026
2026-01-20,EMAAR SOUTH,Golf Hills,Apartment,1 B/R,Off-Plan,62.81,1078888,102-6328-2026
2026-01-20,EMAAR SOUTH,Golf Meadow,Apartment,3 B/R,Off-Plan,145.83,2973888,102-6336-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,2 B/R,Off-Plan,104.09,2650000,102-6344-2026
2026-01-20,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,98.87,1792888,102-6347-2026
2026-01-20,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,1 B/R,Off-Plan,84.9,2545888,102-6354-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3308888,102-6373-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1929888,102-6378-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.85,1948888,102-6391-2026
2026-01-20,DUBAI CREEK HARBOUR,Silva,Apartment,1 B/R,Off-Plan,69.08,1806888,102-6409-2026
2026-01-05,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1915888,102-641-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1868888,102-6419-2026
2026-01-20,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,70.63,1909888,102-6437-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3295888,102-6444-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1912888,102-6445-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1901888,102-6456-2026
2026-01-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.05,3654888,102-6461-2026
