instance_date,area_name_en,property_type_en,property_sub_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,meter_sale_price,building_name_en,trans_group_en,nearest_metro_en,nearest_mall_en,sqft,ppsf
2020-08-03,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,209.9,1739430.0,8288.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2259.0,770.0
2020-08-23,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,203.1,1641686.0,8084.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2186.0,751.0
2020-08-23,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,287.4,2605148.0,9063.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,3094.0,842.0
2020-08-15,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,361.7,2978145.0,8234.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,3893.0,765.0
2020-09-04,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,35.9,382526.0,10667.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,386.0,991.0
2020-09-16,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,92.2,968192.0,10506.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,992.0,976.0
2020-09-02,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,33.7,351747.0,10430.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,363.0,969.0
2020-09-02,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,97.9,926466.0,9462.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1054.0,879.0
2020-09-02,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,94.9,896438.0,9451.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1022.0,877.0
2020-09-24,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,77.6,877585.0,11313.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,835.0,1051.0
2020-09-19,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,104.0,1070883.0,10301.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1119.0,957.0
2020-09-07,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,66.1,682808.0,10323.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,712.0,959.0
2020-09-23,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,44.1,452200.0,10247.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,475.0,952.0
2020-09-17,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,218.2,1876851.0,8600.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2349.0,799.0
2020-09-10,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,284.7,2276552.0,7998.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,3065.0,743.0
2020-09-25,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,217.4,1876680.0,8633.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2340.0,802.0
2020-09-26,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,218.2,1963764.0,8999.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2349.0,836.0
2020-09-26,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,176.5,1468700.0,8321.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,1900.0,773.0
2020-09-17,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,183.3,1576427.0,8600.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,1973.0,799.0
2020-09-05,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,198.8,1900320.0,9558.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2140.0,888.0
2020-09-27,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,354.0,2842260.0,8030.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,3810.0,746.0
2020-09-09,EMAAR SOUTH,Villa,Villa,4 B/R,Off-Plan,365.6,2837135.0,7761.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,3935.0,721.0
2020-10-03,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,108.6,999495.0,9203.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1169.0,855.0
2020-10-17,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,32.5,328650.0,10107.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,350.0,939.0
2020-10-16,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,155.0,1532892.0,9892.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,1668.0,919.0
2020-10-08,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,110.4,1191564.0,10796.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1188.0,1003.0
2020-10-09,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,166.1,1805880.0,10872.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,1788.0,1010.0
2020-10-21,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,42.4,457824.0,10807.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,456.0,1004.0
2020-10-23,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,76.8,798055.0,10387.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,827.0,965.0
2020-10-14,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,85.9,957375.0,11141.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,925.0,1035.0
2020-10-05,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,54.4,469386.0,8622.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,586.0,801.0
2020-10-22,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,62.3,693814.0,11130.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,671.0,1034.0
2020-10-12,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,105.4,1105650.0,10495.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1135.0,974.0
2020-10-07,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,44.7,480038.0,10742.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,481.0,998.0
2020-10-12,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,33.7,348480.0,10333.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,363.0,960.0
2020-10-20,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,94.9,931042.0,9806.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1022.0,911.0
2020-10-18,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,223.2,1696518.0,7599.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2403.0,706.0
2020-10-15,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,182.6,1533480.0,8396.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,1966.0,780.0
2020-10-07,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,189.1,1552705.0,8213.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2035.0,763.0
2020-10-07,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,290.1,2601459.0,8966.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,3123.0,833.0
2020-10-14,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,189.6,1575652.0,8310.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2041.0,772.0
2020-10-26,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,188.6,1670690.0,8859.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2030.0,823.0
2020-10-20,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,282.5,2235135.0,7912.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,3041.0,735.0
2020-10-03,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,314.9,2227230.0,7072.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,3390.0,657.0
2020-10-25,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,365.5,3454052.0,9451.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,3934.0,878.0
2020-10-09,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,577.9,3974580.0,6878.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,6221.0,639.0
2020-11-27,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,178.1,1907415.0,10710.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1917.0,995.0
2020-11-05,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,61.5,679212.0,11044.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,662.0,1026.0
2020-11-03,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,77.9,810474.0,10398.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,839.0,966.0
2020-11-01,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,106.4,1171335.0,11012.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1145.0,1023.0
2020-11-13,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,75.3,750870.0,9978.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,811.0,926.0
2020-11-07,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,136.0,1370304.0,10075.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1464.0,936.0
2020-11-18,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,120.0,1217064.0,10140.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1292.0,942.0
2020-11-02,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,115.2,1134600.0,9849.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1240.0,915.0
2020-11-07,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,88.4,905352.0,10237.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,952.0,951.0
2020-11-15,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,74.5,781148.0,10484.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,802.0,974.0
2020-11-17,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,45.6,460558.0,10097.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,491.0,938.0
2020-11-24,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,103.4,1085175.0,10495.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1113.0,975.0
2020-11-11,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,124.3,1317930.0,10603.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1338.0,985.0
2020-11-26,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,64.8,650301.0,10043.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,698.0,932.0
2020-11-11,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,58.7,563744.0,9601.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,632.0,892.0
2020-11-11,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,115.9,1189344.0,10258.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1248.0,953.0
2020-11-27,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,138.5,1492491.0,10775.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1491.0,1001.0
2020-11-15,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,182.6,1566105.0,8579.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,1966.0,797.0
2020-11-12,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,169.0,1475209.0,8730.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,1819.0,811.0
2020-11-14,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,258.2,2267664.0,8783.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2779.0,816.0
2020-11-21,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,269.5,2381721.0,8837.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2901.0,821.0
2020-11-09,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,236.7,2237144.0,9451.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2548.0,878.0
2020-11-21,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,176.1,1651416.0,9375.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,1896.0,871.0
2020-11-15,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,191.4,1839580.0,9612.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2060.0,893.0
2020-11-06,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,206.0,1731477.0,8407.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2217.0,781.0
2020-11-15,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,312.4,2411271.0,7718.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,3363.0,717.0
2020-11-01,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,308.1,2636220.0,8557.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,3316.0,795.0
2020-11-13,EMAAR SOUTH,Villa,Villa,4 B/R,Off-Plan,401.7,3083012.0,7675.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,4324.0,713.0
2020-12-15,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,141.3,1376505.0,9741.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1521.0,905.0
2020-12-09,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,41.9,442882.0,10570.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,451.0,982.0
2020-12-20,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,182.8,2009328.0,10990.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,1968.0,1021.0
2020-12-09,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,106.7,1204152.0,11281.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,1149.0,1048.0
2020-12-12,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,71.3,764699.0,10732.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,767.0,997.0
2020-12-19,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,92.8,999000.0,10764.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,999.0,1000.0
2020-12-24,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,41.6,419328.0,10075.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,448.0,936.0
2020-12-15,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,53.3,510860.0,9580.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,574.0,890.0
2020-12-26,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,90.9,921276.0,10140.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,978.0,942.0
2020-12-04,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,60.8,574866.0,9462.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,654.0,879.0
2020-12-19,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,116.8,1365102.0,11690.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1257.0,1086.0
2020-12-01,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,61.1,612598.0,10021.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,658.0,931.0
2020-12-10,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,100.5,905634.0,9009.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1082.0,837.0
2020-12-15,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,74.9,704444.0,9408.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,806.0,874.0
2020-12-17,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,111.3,1158466.0,10409.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1198.0,967.0
2020-12-24,EMAAR SOUTH,Apartment,Apartment,3 B/R,Ready,144.5,1390170.0,9623.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1555.0,894.0
2020-12-09,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,256.7,2232504.0,8697.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2763.0,808.0
2020-12-25,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,200.0,1597526.0,7987.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2153.0,742.0
2020-12-17,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,169.3,1539590.0,9096.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,1822.0,845.0
2020-12-27,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,215.4,2001297.0,9289.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2319.0,863.0
2020-12-01,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,222.2,1887288.0,8493.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2392.0,789.0
2020-12-17,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,219.2,1845520.0,8417.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2359.0,782.0
2020-12-15,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,175.5,1601872.0,9128.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,1889.0,848.0
2020-12-13,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,204.4,1806200.0,8837.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2200.0,821.0
2020-12-05,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,237.9,2094898.0,8805.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2561.0,818.0
2020-12-11,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,204.1,1698281.0,8321.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2197.0,773.0
2020-12-27,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,180.8,1582098.0,8751.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,1946.0,813.0
2020-12-16,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,273.2,2388092.0,8740.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2941.0,812.0
2020-12-06,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,370.4,2770965.0,7481.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,3987.0,695.0
2020-12-09,EMAAR SOUTH,Villa,Villa,5 B/R,Ready,493.7,4043954.0,8191.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,5314.0,761.0
2020-12-06,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,493.1,4060620.0,8234.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,5308.0,765.0
2020-12-24,EMAAR SOUTH,Villa,Villa,5 B/R,Ready,559.7,4416325.0,7890.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,6025.0,733.0
2020-12-12,EMAAR SOUTH,Villa,Villa,4 B/R,Off-Plan,279.5,2431272.0,8697.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,3009.0,808.0
2021-01-17,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,63.6,634310.0,9967.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,685.0,926.0
2021-01-14,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,53.1,613184.0,11539.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,572.0,1072.0
2021-01-06,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,75.2,837315.0,11141.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,809.0,1035.0
2021-01-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,88.2,930969.0,10559.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,949.0,981.0
2021-01-13,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,113.6,1109261.0,9763.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1223.0,907.0
2021-01-11,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,51.3,563592.0,10990.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,552.0,1021.0
2021-01-02,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,45.5,486570.0,10689.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,490.0,993.0
2021-01-16,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,59.0,655955.0,11119.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,635.0,1033.0
2021-01-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,113.5,1148680.0,10118.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,1222.0,940.0
2021-01-07,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,35.0,346463.0,9892.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,377.0,919.0
2021-01-20,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,91.3,990864.0,10850.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,983.0,1008.0
2021-01-13,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,43.8,473888.0,10807.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,471.0,1006.0
2021-01-26,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,105.2,954276.0,9074.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1132.0,843.0
2021-01-17,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,91.0,997601.0,10969.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,980.0,1018.0
2021-01-04,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,59.6,616001.0,10344.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,642.0,960.0
2021-01-15,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,87.6,874161.0,9978.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,943.0,927.0
2021-01-17,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,119.7,1419376.0,11862.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1288.0,1102.0
2021-01-14,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,41.4,460718.0,11119.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,446.0,1033.0
2021-01-21,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,78.6,935676.0,11905.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,846.0,1106.0
2021-01-14,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,63.0,700374.0,11119.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,678.0,1033.0
2021-01-13,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,97.7,1095132.0,11205.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1052.0,1041.0
2021-01-09,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,45.0,455928.0,10140.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,484.0,942.0
2021-01-05,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,39.8,392476.0,9871.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,428.0,917.0
2021-01-22,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,67.6,663936.0,9817.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,728.0,912.0
2021-01-03,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,37.8,414733.0,10969.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,407.0,1019.0
2021-01-15,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,60.4,603200.0,9989.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,650.0,928.0
2021-01-23,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,62.5,663578.0,10613.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,673.0,986.0
2021-01-20,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,221.5,1871440.0,8450.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2384.0,785.0
2021-01-01,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,204.7,1757994.0,8590.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2203.0,798.0
2021-01-14,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,281.1,2390540.0,8504.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,3026.0,790.0
2021-01-09,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,181.9,1517450.0,8342.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,1958.0,775.0
2021-01-03,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,334.0,3048560.0,9128.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,3595.0,848.0
2021-01-10,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,416.9,3141600.0,7535.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,4488.0,700.0
2021-01-14,EMAAR SOUTH,Villa,Villa,5 B/R,Ready,439.7,3459823.0,7868.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,4733.0,731.0
2021-02-27,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,35.5,362900.0,10226.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,382.0,950.0
2021-02-10,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,77.8,870480.0,11195.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,837.0,1040.0
2021-02-16,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,103.7,1156176.0,11152.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1116.0,1036.0
2021-02-06,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,96.9,926184.0,9558.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1043.0,888.0
2021-02-13,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,88.7,991290.0,11173.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,955.0,1038.0
2021-02-11,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,54.1,455706.0,8428.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,582.0,783.0
2021-02-24,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,89.9,911856.0,10140.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,968.0,942.0
